# Amharic Name	FULL_NAME	FULL_NAME_ND
	Senyo Gebeya	Senyo Gebeya
	Senyo Gebeya	Senyo Gebeya
	Senyo Gebeya	Senyo Gebeya
	Sera	Sera
	Sera	Sera
	Serabī Merk’oriyos Bēte Kristīyan	Serabi Merk'oriyos Bete Kristiyan
	Serahitī	Serahiti
	Serahitī Silasē Bēte Kristīyan	Serahiti Silase Bete Kristiyan
	Saraco	Saraco
	Saragò	Sarago
	Saraoc	Saraoc
	Serak’o	Serak'o
	Serak’o	Serak'o
	Serak’o Medhanē ‘Alem Bēte Kristīyan	Serak'o Medhane `Alem Bete Kristiyan
	Sera Shet’	Sera Shet'
ሴርባ	Sērba	Serba
ሰረባ	Sereba	Sereba
	Sērba	Serba
	Sereba	Sereba
	Pianura di Sereba	Pianura di Sereba
	Sereba Plain	Sereba Plain
	Sērba	Serba
	Sereba	Sereba
	Serbadī	Serbadi
ሰርባ ሚካኤል ቤተ ክርስቲያን	Serba Mīka’ēl Bēte Kristīyan	Serba Mika'el Bete Kristiyan
	Serba Shet’	Serba Shet'
	Sarba	Sarba
ሰርባ ተራራ	Serba Terara	Serba Terara
ሰርቦ	Serbo	Serbo
	Sarbo	Sarbo
	Serbo	Serbo
	Serbo	Serbo
	Serboyē	Serboye
	Serchebin	Serchebin
	Mount Serchebin	Mount Serchebin
	Serdīya	Serdiya
	Sērdo	Serdo
	Sardo	Sardo
ሰርዶ	Serdo	Serdo
ሰረገላ	Seregela	Seregela
ሰረገላ ማርያም ቤተ ክርስቲያን	Seregela Maryam Bēte Kristīyan	Seregela Maryam Bete Kristiyan
	Serego	Serego
	Serego (1)	Serego (1)
	Serego	Serego
	Serego (2)	Serego (2)
	Mai Serenta	Mai Serenta
	Serēnta Shet’	Serenta Shet'
	Sereva	Sereva
	Sergawīt	Sergawit
	Serghiem	Serghiem
	Serghien	Serghien
	Serīr Gerad	Serir Gerad
	Serīr Gerad (2)	Serir Gerad (2)
	Serīr Gerad	Serir Gerad
	Serīr Gerad (1)	Serir Gerad (1)
	Serir-Gerad-1	Serir-Gerad-1
	Serir Gerad	Serir Gerad
	Serīta Terara	Serita Terara
	Seriti	Seriti
ሰርጢ	Serītī	Seriti
	Serītī	Seriti
	Serītī	Seriti
	Serītī	Seriti
ሰርጢ አማኑኤል ቤተ ክርስቲያን	Serītī Āmanu’ēl Bēte Kristīyan	Seriti Amanu'el Bete Kristiyan
ሰርጢ ሚካኤል ቤተ ክርስቲያን	Serītī Mīka’ēl Bēte Kristīyan	Seriti Mika'el Bete Kristiyan
	Serja	Serja
	Serkema	Serkema
	Serkoma Shet’	Serkoma Shet'
	Gara Sero	Gara Sero
	Monte Zero	Monte Zero
	Seroba	Seroba
	Seron Mēda	Seron Meda
ሰርጤ	Sert’ē	Sert'e
	Sert’ē	Sert'e
	Sert’ē Shet’	Sert'e Shet'
	Sert’e Sos	Sert'e Sos
	Sertie	Sertie
	Lake Sertie	Lake Sertie
	Sēru	Seru
	Sēru Bota	Seru Bota
	Seiz	Seiz
	Ses	Ses
	Sesat	Sesat
	Sesehayto Shet’	Sesehayto Shet'
	Sesī Mena	Sesi Mena
	Set’a	Set'a
	Seeta	Seeta
	Set’a	Set'a
	Set’a Mīka’ēl Bēte Kristīyan	Set'a Mika'el Bete Kristiyan
	Set’ē	Set'e
	Set’ema	Set'ema
	Setetin	Setetin
	Setewa	Setewa
	Setewa	Setewa
	Daleccia	Daleccia
	Sēt’o	Set'o
	Sewaro	Sewaro
	Sewde	Sewde
	Sewa	Sewa
	Sewa	Sewa
	Sewir	Sewir
	Sewne	Sewne
	Sewne Maryam Bēte Kristīyan	Sewne Maryam Bete Kristiyan
	Sewuyilē	Sewuyile
	Uoraleh	Uoraleh
	Sevuyile	Sevuyile
	Seya	Seya
ሰይዲ	Seydī	Seydi
	Seyī Ch’aka	Seyi Ch'aka
	Seyī Ch’aka	Seyi Ch'aka
	Seymtīrba Bota	Seymtirba Bota
	Cello	Cello
ሰዮ	Seyo	Seyo
	Seyo	Seyo
	Seyo	Seyo
	Seyo	Seyo
	Seyo	Seyo
	Seyo	Seyo
	Seyo	Seyo
	Saio Forest	Saio Forest
ሰዮ ጫካ	Seyo Ch’aka	Seyo Ch'aka
ሰዮ ዲሬ	Seyo Dirē	Seyo Dire
ሰዮ ጊዮርጊስ ቤተ ክርስቲያን	Seyo Gīyorgīs Bēte Kristīyan	Seyo Giyorgis Bete Kristiyan
	Sgona	Sgona
	Scebal	Scebal
	Shabal	Shabal
	Shabaya	Shabaya
	Shacha Bota	Shacha Bota
	Shafī	Shafi
	Sciaga	Sciaga
	Shaga River	Shaga River
	Shaga Wenz	Shaga Wenz
	Scehagni	Scehagni
	Shagnē	Shagne
	Shagnē Bota	Shagne Bota
	Shaha Shet’	Shaha Shet'
	Shahīlo	Shahilo
	Sha’īya Shet’	Sha'iya Shet'
	Shaka	Shaka
	Sciachissa	Sciachissa
	Shaki	Shaki
	Sciacchisa	Sciacchisa
	Shaki	Shaki
ሻኪሶ	Shakīso	Shakiso
	Sciacchiso	Sciacchiso
	Shakīso	Shakiso
	Lago Sciala	Lago Sciala
	Lago Scialla	Lago Scialla
	Lake Shala	Lake Shala
ሻላ ሐይቅ	Shala Hāyk’	Shala Hayk'
	Shalla	Shalla
	Sholā	Shola
ሻላ እርሻ	Shala Irsha	Shala Irsha
ሻማ	Shama	Shama
ሻማ (2)	Shama (2)	Shama (2)
	Shama	Shama
ሻማ (1)	Shama (1)	Shama (1)
	Shamba Bota	Shamba Bota
	Sciambo	Sciambo
ሻምቦ	Shambo	Shambo
ሻምቡ	Shambu	Shambu
	Shembo	Shembo
	Shembu	Shembu
ሻምቡ 	Shambu Klīnīk	Shambu Klinik
ሻምቡ መድሃኒ አለም ቤተ ክርስቲያን	Shambu Medhanē ‘Alem Bēte Kristīyan	Shambu Medhane `Alem Bete Kristiyan
ሻምቡ ትምህርት ቤት	Shambu Timhirt Bēt	Shambu Timhirt Bet
	Aiscet Mariam	Aiscet Mariam
ደብረ ማርያም	Debre Maryam	Debre Maryam
	Shame Maryam	Shame Maryam
	Shamena Bota	Shamena Bota
	Sciamet	Sciamet
	Shamet	Shamet
ሻሞ	Shamo	Shamo
	Scianguma	Scianguma
	Lak Shanguma	Lak Shanguma
ሻንቃ	Shank’a	Shank'a
ሻንቆ	Shank’o	Shank'o
ሻንቁሌ	Shankulē	Shankule
	Shantē	Shante
	Chor Sar	Chor Sar
ሳር	Sar	Sar
	Sciar	Sciar
	Shar	Shar
	Shara	Shara
	Sciascia	Sciascia
	Shasha	Shasha
	Sciascia	Sciascia
	Shasha	Shasha
	Sciascia	Sciascia
	Shasha	Shasha
	Sciascia	Sciascia
	Shasha	Shasha
ሻሸጎ ቦታ	Shashego Bota	Shashego Bota
	Sciasciamanna	Sciasciamanna
	Sciasciamanne	Sciasciamanne
	Shashamana	Shashamana
ሻሸመኔ	Shashamane	Shashamane
	Shāshamani	Shashamani
	Shashamanna	Shashamanna
	Shashamanni	Shashamanni
	Shashemenē	Shashemene
	Shashemenē	Shashemene
	Sciaso	Sciaso
ሻሺ	Shashī	Shashi
	Siasi	Siasi
	Shashīm	Shashim
	Shasholē	Shashole
	Sciafat Bay	Sciafat Bay
	Shattet Bai	Shattet Bai
	Shauna Shet’	Shauna Shet'
	Shawilo Shet’	Shawilo Shet'
	Shawil Ras Tekil	Shawil Ras Tekil
	Shawil Raz Tekil	Shawil Raz Tekil
ሻይ	Shay	Shay
	Hirpei	Hirpei
	Shayī	Shayi
	Sciai	Sciai
	Shai	Shai
	Shay Shet’	Shay Shet'
	Sciabè	Sciabe
	Shabe	Shabe
	Shebē	Shebe
	Sciabadino	Sciabadino
ሸበዲኖ ቦታ	Shebedīno Bota	Shebedino Bota
	Sciavelli	Sciavelli
ሸበሌ	Shebēlē	Shebele
	Shavelli	Shavelli
	Sciabellei	Sciabellei
	Sciaveli	Sciaveli
	Shēbēlē	Shebele
	Sheble	Sheble
	Shebelle	Shebelle
	Shebēlē Shet’	Shebele Shet'
	Shebelle-Shet	Shebelle-Shet
	Shēbēlē Shet’	Shebele Shet'
	Shebelle-Shet	Shebelle-Shet
	Shebelī	Shebeli
	Shebero	Shebero
	Sheboka	Sheboka
	Shecho	Shecho
	Shēch’o Wenz	Shech'o Wenz
	Schadda	Schadda
	Sciadda	Sciadda
	Shedda	Shedda
	Sheder	Sheder
	Shefela	Shefela
	Sheferē	Shefere
	Sheferē Āmba	Shefere Amba
ሸጊት	Shegīt	Shegit
	Shegra	Shegra
	Sheha	Sheha
	Gara Scek Adarè	Gara Scek Adare
	Shēh Āderē Terara	Sheh Adere Terara
	Shahagnē	Shahagne
	Shehagnē	Shehagne
	Shehagnē Mīka’ēl Bēte Kristīyan	Shehagne Mika'el Bete Kristiyan
	Shehagnē YeTerara Ch’af	Shehagne YeTerara Ch'af
ሸህ አህመድ ሸህ እድሪስ	Shēh Āhmed Shēh Īdrīs	Sheh Ahmed Sheh Idris
	Shēk Āhimed Shēk Īdrīs	Shek Ahimed Shek Idris
	Shek-Akhmed-Shek-Idris	Shek-Akhmed-Shek-Idris
	Secchet	Secchet
	Sechet	Sechet
	Shehēt	Shehet
	Shiket	Shiket
	Shehēt Bota	Shehet Bota
	Shiket Bota	Shiket Bota
	Sheheytī Maryam Bēte Kristīyan	Sheheyti Maryam Bete Kristiyan
	Scech Hussein	Scech Hussein
	Scech Hussen	Scech Hussen
	Shēh Husēn	Sheh Husen
	Sheikh Hussein	Sheikh Hussein
	Sheik Hussein	Sheik Hussein
ሸክ ሁሴን	Shek Husen	Shek Husen
	Skek Husen	Skek Husen
	Shēh Ībrahīm Muknī Mesgīd	Sheh Ibrahim Mukni Mesgid
ሼክ ኢብራሂም ሙቅኒ መስጊድ	Shēk Ībrahīm Muk’nī Mesgīd	Shek Ibrahim Muk'ni Mesgid
ሸህ ከማል መስጊድ	Shēh Kemal Mesgīd	Sheh Kemal Mesgid
ሸህ መሃመድ አሊ መስጊድ	Shēh Mehāmed Ālī Mesgīd	Sheh Mehamed Ali Mesgid
ሼክ መሃመድ አሊ መስጊድ	Shēk Mehāmed Ālī Mesgīd	Shek Mehamed Ali Mesgid
ሼህ መሃመድ መስባይ መስጊድ	Shēh Mehāmed Mesbay Mesgīd	Sheh Mehamed Mesbay Mesgid
ሼክ መሃመድ መስባይ መስጊድ	Shēk Mehāmed Mesbay Mesgīd	Shek Mehamed Mesbay Mesgid
ሸህ መሃመድ ኑር መስጊድ	Shēh Mehāmed Nur Mesgīd	Sheh Mehamed Nur Mesgid
	Sceic Omar	Sceic Omar
	Sello Sceic Omar	Sello Sceic Omar
ሸኽ ኡመር	Shēh Umer	Sheh Umer
ሸኽ ኡመር አሊ	Shēh Umer Ālī	Sheh Umer Ali
ሸክ ኡመር አሊ	Shēk Umer Ālī	Shek Umer Ali
ሽኽ ኡመር አሊዩ መስጊድ	Shēh Umer Ālīyu Mesgīd	Sheh Umer Aliyu Mesgid
	Sceich Gailmir	Sceich Gailmir
	Sceich Ghilmu	Sceich Ghilmu
	Sheikh Gilmu	Sheikh Gilmu
	Sceich Hassan	Sceich Hassan
	Sheikh Hasan	Sheikh Hasan
	Shekefoch	Shekefoch
	Scechi	Scechi
ሻኪ	Shaki	Shaki
	Sheki	Sheki
ሸኮ	Sheko	Sheko
	Sheikosh	Sheikosh
	Shekosh	Shekosh
	Shekura Mīka’ēl Bēte Kristīyan	Shekura Mika'el Bete Kristiyan
	Shela Shet’	Shela Shet'
	Shelema	Shelema
	Shelma Mat’ebīya	Shelma Mat'ebiya
	Shēlo Bota	Shelo Bota
ሸማ	Shema	Shema
	Shemagē	Shemage
	Shemangē	Shemange
	Shema Mat’ebīya Shet’	Shema Mat'ebiya Shet'
	Shembek’īt	Shembek'it
ሸምበቆ	Shembek’o	Shembek'o
	Shembek’o	Shembek'o
	Gheoa	Gheoa
	Shembek’o Shet’	Shembek'o Shet'
	Bot Gheorgis	Bot Gheorgis
	Bot Ghiorghis	Bot Ghiorghis
	Gheorghis	Gheorghis
	Iofoda Gheorghis	Iofoda Gheorghis
	Shememēl	Shememel
	Shemt’ē Shet’	Shemt'e Shet'
	Shemzemo	Shemzemo
	Shenak’o Shet’	Shenak'o Shet'
	Shenan Shet’	Shenan Shet'
	Shenan Wenz	Shenan Wenz
	Shendē	Shende
	Shendie Gebreal	Shendie Gebreal
	Shinde Gabriel	Shinde Gabriel
	Shindī	Shindi
ሸነን	Shenen	Shenen
	Shengema YeTerara Senselet	Shengema YeTerara Senselet
	Shengodafe	Shengodafe
ሸንቆላ 	Shenk’ola	Shenk'ola
ሸንቆላ ተራራ	Shenk’ola Terara	Shenk'ola Terara
	Ciancora	Ciancora
	Ciankora	Ciankora
ሸንኮራ	Shenkora	Shenkora
	Shenkora	Shenkora
ሸንኮራ መድሃኒ አለም ቤተ ክርስቲያን	Shenkora Medhanē ‘Alem Bēte Kristīyan	Shenkora Medhane `Alem Bete Kristiyan
	Furti	Furti
	Shenkora Shet’	Shenkora Shet'
	Shenkoro Shet’	Shenkoro Shet'
	Shenkora Shet’	Shenkora Shet'
	Bulo	Bulo
ሰንኮሪ ተራራ	Shenkorī Terara	Shenkori Terara
ደብረ ብርሃን	Debre Birhan	Debre Birhan
	Sciano	Sciano
	Shano	Shano
ሸኖ	Sheno	Sheno
	Pianura Sciano	Pianura Sciano
	Sheno	Sheno
	Shēp’a Wenz	Shep'a Wenz
	Sciaradda	Sciaradda
	Sherada	Sherada
	Sherafu	Sherafu
	Sherafu Maryam Bēte Kristīyan	Sherafu Maryam Bete Kristiyan
	Cheraro	Cheraro
	Scheraro	Scheraro
ሸራሮ	Sheraro	Sheraro
	Scire	Scire
ሽሬ አውራጃ	Sherē Āwraja	Shere Awraja
ሽሬ	Shire	Shire
	Sherer	Sherer
	Sherer	Sherer
	Sherer Lībanos Bēte Kristīyan	Sherer Libanos Bete Kristiyan
	Sherer Silasē Bēte Kristīyan	Sherer Silase Bete Kristiyan
	Sherī Bota	Sheri Bota
	Sherīfa	Sherifa
	Shero	Shero
	Sheta Shet’	Sheta Shet'
	Shetatho Shet’	Shetatho Shet'
	Temen	Temen
	Shet’ī	Shet'i
	Amba Scioa	Amba Scioa
አምባ ሸዋ	Āmba Shewa	Amba Shewa
	Chebera	Chebera
	Chimirra	Chimirra
	Ghimirra	Ghimirra
	Sceui Ghimira	Sceui Ghimira
	Scioa Ghimira	Scioa Ghimira
	Shaw Gīmīra	Shaw Gimira
	Shay	Shay
ሸዋ ጊሚራ	Shewa Gīmīra	Shewa Gimira
	Shoa Ghimirra	Shoa Ghimirra
	Shoa Gimira	Shoa Gimira
	Uota	Uota
	Wolta	Wolta
	Wotā	Wota
ጊሚራ	Ghimira	Ghimira
	Ghimirra	Ghimirra
	Sceu Ghimira	Sceu Ghimira
	Shewa Gīmīra	Shewa Gimira
	Scioa	Scioa
ሸዋ	Shawā	Shawa
ሸዋ	Shewa	Shewa
ሸዋ ክፍለ ሀገር	Shewa Kifle Hāger	Shewa Kifle Hager
	Shoa	Shoa
	Shewa Obo Bota	Shewa Obo Bota
	Shewat’a	Shewat'a
ሸዋ የስኳር ተክል ዋና መሪያ ቤት	Shewa YeSikwar Tekil Wana Mesrīya Bēt	Shewa YeSikwar Tekil Wana Mesriya Bet
	Sheway Maryam Bēte Kristīyan	Sheway Maryam Bete Kristiyan
	Shewerk’eba Shet’	Shewerk'eba Shet'
	Sheyt	Sheyt
	Shībībo Bota	Shibibo Bota
	Shibrera	Shibrera
	Scefta	Scefta
	Shibt’a	Shibt'a
	Shibt’a Maryam Bēte Kristīyan	Shibt'a Maryam Bete Kristiyan
	Shīgīma	Shigima
	Shiket Mīka’ēl Bēte Kristīyan	Shiket Mika'el Bete Kristiyan
	Shiket Ye’Inglīz Mīsīyon Timhirt Bēt	Shiket Ye'Ingliz Misiyon Timhirt Bet
	Shikif	Shikif
	Shikutē	Shikute
	Shikwa	Shikwa
	Scillave	Scillave
ሸላቦ	Shelabo	Shelabo
	Shīlabē	Shilabe
	Shilabo	Shilabo
	Shil Āfaf	Shil Afaf
	Scili	Scili
	Shilē	Shile
	Shili	Shili
	Shimaglat	Shimaglat
	Shimbargē Ābo Bēte Kristīyan	Shimbarge Abo Bete Kristiyan
	Shīmbelīna	Shimbelina
	Shīmbelīna Shet’	Shimbelina Shet'
	Shimburma Medhanē ‘Alem Bēte Kristīyan	Shimburma Medhane `Alem Bete Kristiyan
	Semmie	Semmie
	Shimē	Shime
	Shīmelis	Shimelis
	Shimkīw	Shimkiw
	Shimkīw (1)	Shimkiw (1)
	Shimkīw	Shimkiw
	Shimkīw (2)	Shimkiw (2)
	Shimshiha Shet’	Shimshiha Shet'
	Cinile	Cinile
	Ghinièle	Ghiniele
	Scenele	Scenele
ሺኒሌ	Shīnīlē	Shinile
ሺኒሌ መቃብር	Shīnīlē Mek’abir	Shinile Mek'abir
ሽንኩርት	Shinkurt	Shinkurt
ሽንኩርት ሚካኤል ቤተ ክርስቲያን	Shinkurt Mīka’ēl Bēte Kristīyan	Shinkurt Mika'el Bete Kristiyan
ሸኖ	Shīno	Shino
ሸኖ ኢየሱስ ቤተ ክርስቲያን	Shīno Īyesus Bēte Kristīyan	Shino Iyesus Bete Kristiyan
ሽንት ውሃ	Shint Wiha	Shint Wiha
	Shiot’a	Shiot'a
	Shirē	Shire
	Shīrē	Shire
	Sīrē	Sire
	Shirekut	Shirekut
ሽሬ ስላሴ ቤተ ክርስቲያን	Shirē Silasē Bēte Kristīyan	Shire Silase Bete Kristiyan
	Shirf Āmba	Shirf Amba
	Shirih	Shirih
	Shirmo	Shirmo
	Shiro	Shiro
	Shiro	Shiro
	Mount Shiro	Mount Shiro
	Shīshīnda	Shishinda
	Shit’	Shit'
	Shītu	Shitu
	Shīyabonī	Shiyaboni
	Berai	Berai
	Beray	Beray
	Shobera	Shobera
	Shoborē	Shobore
	Shoborē	Shobore
	Shobrē	Shobre
	Shoga Kahinate Sema Bēte Kiristyan	Shoga Kahinate Sema Bete Kiristyan
	Shoga Kahinate Semay Bēte Kristīyan	Shoga Kahinate Semay Bete Kristiyan
	Shoga Medhanē’ālem Bēte Kiristyan	Shoga Medhane'alem Bete Kiristyan
	Shoga Medhanē ‘Alem Bēte Kristīyan	Shoga Medhane `Alem Bete Kristiyan
	Shoka Shet’	Shoka Shet'
	Shokīlē	Shokile
	Shokīlē Shet’	Shokile Shet'
	Baha	Baha
	Beca	Beca
ሾላ	Shola	Shola
	Shola	Shola
	Shola	Shola
ሾላ አምባ	Shola Āmba	Shola Amba
	Gorfo Feres Bet	Gorfo Feres Bet
	Sciola Ghevea	Sciola Ghevea
	Seilà Gheveà	Seila Ghevea
	Shola Gebaya	Shola Gebaya
ሾላ ገበያ	Shola Gebeya	Shola Gebeya
ሾላ ገበያ አንደኛ ደረጃ ትምህርት ቤት	Shola Gebeya Āndenya Dereja Timhirt Bēt	Shola Gebeya Andenya Dereja Timhirt Bet
ሾላ ሜዳ	Shola Mēda	Shola Meda
ሾላ ተራራ	Shola Terara	Shola Terara
ሾሌ የተራራ ሰንሰለት	Sholē YeTerara Senselet	Shole YeTerara Senselet
	Zamola	Zamola
	Sholīt Shet’	Sholit Shet'
	Sholtaka	Sholtaka
	Gebel Sciamala	Gebel Sciamala
	Sciomala	Sciomala
	Monte Sciomela	Monte Sciomela
	Jebel Shomala	Jebel Shomala
	Shomb YeTerara Senselet	Shomb YeTerara Senselet
	Shenē	Shene
ሸኖ	Sheno	Sheno
ሾኔ	Shonē	Shone
	Shoney	Shoney
	Shonē	Shone
	Shonē	Shone
	Shonē Shet’	Shone Shet'
	Shonkē	Shonke
	Shono	Shono
	Shono	Shono
	Shono	Shono
ሸኖ ሜዳ	Shono Mēda	Shono Meda
	Shono Shet’	Shono Shet'
	Shont’a	Shont'a
	Shorīstu Shet’	Shoristu Shet'
	Shoshma Hāyk’	Shoshma Hayk'
	Shot’ē	Shot'e
	Shotelē	Shotele
	Shubē	Shube
	Shubē Gīyorgīs Bēte Kristīyan	Shube Giyorgis Bete Kristiyan
	Roba	Roba
	Shuda	Shuda
	Adi Scinguala	Adi Scinguala
	Shugala	Shugala
	Shugala Maryam Bēte Kristīyan	Shugala Maryam Bete Kristiyan
	Shugo K’īrk’os Bēte Kristīyan	Shugo K'irk'os Bete Kristiyan
	Shul	Shul
	Shulufī	Shulufi
	Shumant	Shumant
	Shumgē	Shumge
	Rogghie	Rogghie
	Shuna	Shuna
	Shunē	Shune
	Sciursciomo	Sciursciomo
	Shurshomo	Shurshomo
	Shusha	Shusha
	Shutī	Shuti
	Siafat	Siafat
	Siark	Siark
	Starc	Starc
	Stark	Stark
	Saiba	Saiba
	Siba	Siba
	Sība	Siba
	Sibaba	Sibaba
	Colle Sibaba	Colle Sibaba
	Sibacua	Sibacua
	Sībahilē	Sibahile
	Sibē	Sibe
	Sibebit	Sibebit
	Sibē Bota	Sibe Bota
	Sibi	Sibi
	Sibi Plain	Sibi Plain
	Sībīlu	Sibilu
	Sībīlu	Sibilu
	Sībīlu Mesgīd	Sibilu Mesgid
	Sībīlu	Sibilu
	Sībīlu Shet’	Sibilu Shet'
	Sibsibali	Sibsibali
	Sibbo	Sibbo
	Sibo	Sibo
ሲቡ	Sibu	Sibu
	Sibta Shet’	Sibta Shet'
	Sibu	Sibu
	Sibu	Sibu
	Sibuha Shet’	Sibuha Shet'
	Sīb	Sib
	Sīb Washa	Sib Washa
	Sīb Washa Maryam Bēte Kristīyan	Sib Washa Maryam Bete Kristiyan
	Siccia	Siccia
	Saida	Saida
	Tulu Sida	Tulu Sida
	Siddan	Siddan
ሲዳማ አውራጃ	Sīdama Āwraja	Sidama Awraja
ሲዳሞ	Sidamo	Sidamo
	Sīdamo	Sidamo
	Galla Sidamo	Galla Sidamo
	Sedama	Sedama
	Sedamo	Sedamo
	Sidāmo	Sidamo
	Sidamo-Borana	Sidamo-Borana
ሲዳሞ ክፍለ ሀገር	Sīdamo Kifle Hāger	Sidamo Kifle Hager
	Sidamo Province	Sidamo Province
ሲዳማ	Siddama	Siddama
	Sidatti	Sidatti
	Siddola	Siddola
	Gebel Siddola	Gebel Siddola
	Siddolo	Siddolo
	Sīdē Āger	Side Ager
	Sīden	Siden
	Sīden Meyu	Siden Meyu
	Sidetu	Sidetu
	Sidia Coma	Sidia Coma
	Daraconsi	Daraconsi
	Sidib	Sidib
	Sīdīsa	Sidisa
	Sīdīsa Shet’	Sidisa Shet'
	Seddisto	Seddisto
	Sidisto	Sidisto
	Sidisto	Sidisto
	Sidistya	Sidistya
	Sīdī Terara	Sidi Terara
	Sido	Sido
	Sidever	Sidever
	Siedever	Siedever
	Sifan K’era	Sifan K'era
	Belesa	Belesa
	Sīfat’ira	Sifat'ira
	Sifat’ra Bota	Sifat'ra Bota
	Sifani	Sifani
	Sīfenī	Sifeni
	Sifani	Sifani
	Sīfenī	Sifeni
	Sīfē Shet’	Sife Shet'
	Sigadi	Sigadi
	Sigarita	Sigarita
	Siga Shet’	Siga Shet'
	Sighi	Sighi
	Sighida	Sighida
	Sighido	Sighido
	Sigīcha	Sigicha
	Sigīcha (2)	Sigicha (2)
	Sigicha 1	Sigicha 1
	Sigīcha	Sigicha
	Sigīcha (1)	Sigicha (1)
	Sigicha 2	Sigicha 2
	Sigīcha Mesgīd	Sigicha Mesgid
	Sīgīgo	Sigigo
	Sigit	Sigit
	Monte Sigit	Monte Sigit
	Sigoy	Sigoy
	Sīhīgo	Sihigo
	Sikhigo	Sikhigo
ሲሂን	Sīhīn	Sihin
	Sījo	Sijo
	Sījo (2)	Sijo (2)
	Sījo	Sijo
	Sījo (1)	Sijo (1)
	Sik’ela	Sik'ela
	Sīk’etu	Sik'etu
	Sido	Sido
	Siki	Siki
	Gebel Siki	Gebel Siki
	Sīk’u	Sik'u
	Sīk’u Shet’	Sik'u Shet'
	Silacora	Silacora
	Selala	Selala
	Silala	Silala
	Silala River	Silala River
	Silaloli	Silaloli
	Silbēt	Silbet
	Sīlbī	Silbi
	Silemīya Shet’	Silemiya Shet'
	Sīlē Shet’	Sile Shet'
	Sīlīmo	Silimo
	Sīlīya	Siliya
	Sillia	Sillia
	Silmī	Silmi
	Silmī	Silmi
	Silmī Shet’	Silmi Shet'
	Silmī Timhirt Bēt	Silmi Timhirt Bet
	Sīlo	Silo
	Sīlo	Silo
ሲልጣና	Silt’ana	Silt'ana
ሲልጤ	Silt’ē	Silt'e
	Uodesha	Uodesha
	Uodessa	Uodessa
	Silt’ē Bota	Silt'e Bota
	Silte	Silte
	Silt’ē Bota	Silt'e Bota
	Site	Site
	Siltī	Silti
ሲልጦ	Sīlt’o	Silt'o
	Sīlt’o Bota	Silt'o Bota
ሲማ	Sīma	Sima
	Simalla	Simalla
	Simbiletu	Simbiletu
ሲምቢራ ወንዝ	Sīmbīra Wenz	Simbira Wenz
	Sembero Shet’	Sembero Shet'
ሲምቢሮ	Sīmbīro	Simbiro
	Sīmbīro Shet’	Simbiro Shet'
	Simbirral	Simbirral
	Simboch	Simboch
	Simch’	Simch'
	Semen	Semen
ሰሜን	Semien	Semien
	Simēn	Simen
	Simen Massif	Simen Massif
ሰሜን ተራራ	Simien Mountains	Simien Mountains
ሰሜን	Semēn	Semen
	Semien	Semien
	Simēn Āwraja	Simen Awraja
	Simian	Simian
	Simyen	Simyen
	Sīmeno Shet’	Simeno Shet'
	Simini	Simini
	Sīmo Shet’	Simo Shet'
	Simra	Simra
	Simra (1)	Simra (1)
	Simra	Simra
	Simra (2)	Simra (2)
	Sīmrē	Simre
	Simuny	Simuny
	Dabrasinā	Dabrasina
	Debra Sina	Debra Sina
ደብረ ሲና	Debre Sīna	Debre Sina
	Simana	Simana
ሲናና	Sīnana	Sinana
ስንደዶ	Sindedo	Sindedo
	Sindima Mēda	Sindima Meda
	Sina Mariam	Sina Mariam
	Sine Maryam	Sine Maryam
	Singhe	Singhe
	Sinhat Maryam Bēte Kristīyan	Sinhat Maryam Bete Kristiyan
	Sink’ Ābro Āymotu	Sink' Abro Aymotu
	Senkata	Senkata
	Sincata	Sincata
	Sink’at’a	Sink'at'a
	Sink’ē Āmba	Sink'e Amba
	Saira	Saira
	Sira	Sira
	Sīra’ēl	Sira'el
	Sīra’ērī Crater	Sira'eri Crater
	Sīra’eri Isate Gemora	Sira'eri Isate Gemora
	Sīra’ērī Isate Gemora YeFelek’ebet Bota	Sira'eri Isate Gemora YeFelek'ebet Bota
	Sirasew	Sirasew
	Sirraow	Sirraow
	Sirasou	Sirasou
ሲርባ	Sirba	Sirba
ሲርባ ተራራ	Monte Sairba	Monte Sairba
	Sirba	Sirba
	Sīrba	Sirba
	Sairibanti	Sairibanti
	Sirbantī Terara	Sirbanti Terara
	Siribanti	Siribanti
	Sirba	Sirba
	Sīrba Shet’	Sirba Shet'
ሲርባ ወንዝ	Sīrba Wenz	Sirba Wenz
ሲሬ	Sire	Sire
	Siri	Siri
	Sire	Sire
	Sire	Sire
	Sire	Sire
	Sirē	Sire
	Sirē	Sire
	Sirē	Sire
	Sīrē	Sire
ሲሬ (1)	Sīrē (1)	Sire (1)
	Serē	Sere
	Seri	Seri
	Sīrē	Sire
ሲሬ (2)	Sīrē (2)	Sire (2)
	Siri	Siri
	Siriè	Sirie
	Sirre	Sirre
	Sīrē	Sire
ሲሬ (3)	Sīrē (3)	Sire (3)
	Sīrē	Sire
ሲሬ (4)	Sīrē (4)	Sire (4)
	Sīrē	Sire
	Sīrē	Sire
	Sirie	Sirie
	Sīrē	Sire
	Sīrē	Sire
	Sīrē	Sire
ሲሬ ገደል	Sire Gedel	Sire Gedel
	Sīrē Gīno	Sire Gino
