#Amharic Name	Name Type	Alternate Spelling
ድንች	Other	
ድንክ	Other	
ድንክዬ	Other	
ድንኳን	Other	
ድንገተኛ	Other	
ድንጉላ	Other	
ድንጉዜ	Other	
ድንጉጥ	Other	
ድንጋያማ	Other	
ድንጋይ	Other	
ድንግል	Other	
ድንፋታ	Other	
ድኝ	Other	
ድኩላ	Other	
ድኩማን	Other	
ድኩም	Other	
ድውያን	Other	
ድውይ	Other	
ድድ	Other	
ድጅኖ	Other	
ድጉማ	Other	
ድጉስ	Other	
ድጋፌ	Male	
ድጋፍ	Male	
ድግ	Other	
ድግምት	Other	
ድግስ	Other	
ድግጣ	Other	
ድጐማ	Other	
ድጓ	Other	
ድፋባቸው	Male	
ድፋት	Other	
ድፋዬ	Other	
ድፎ	Other	
ዶለዝ	Other	
ዶማ	Other	
ዶርዜ	Other	
ዶርዜ ሀይዞ	Other	
ዶሮ	Other	
ዶሴ	Other	
ዶሴኛ	Other	
ዶቃ	Don't Know	
ዶባ	Other	
ዶቲ	Unknown	
ዶቴ	Other	
ዶኬ	Other	
ዶዮ	Other	
ዶዶላ	Other	
ዶግ	Other	
ዶጮ	Other	
ዶፈር	Other	
ዶፍ	Other	
ዶፎ	Don't Know	
ጀሀር	Other	
ጀሊል	Other	
ጀላል	Other	
ጀሌ	Other	
ጀልባ	Other	
ጀልዱ	Other	
ጀማ ነህ	Male	
ጀሚላ	Female	
ጀማነሽ	Female	
ጀማል	Male	
ጀሚል	Male	
ጀምስ	Male	foreign name
ጀምበሩ	Male	
ጀምበሬ	Male	
ጀምበር	Male	
ጀምበርነሽ	Female	
ጀርባ	Other	
ጀበና	Other	
ጀቢሳ	Other	
ጀባር	Other	
ጀቤሳ	Unknown	
ጀብደኝነት	Other	
ጀብዱ	Male	
ጀንበሬ	Male	
ጀንብ	Don't Know	
ጀግና	Other	
ጀግንነት	Other	
ጀግኖች	Other	
ጁሀር	Male	
ጂል	Other	
ጂማ	Male	
ጂማወርቅ	Female	
ጂራሞ	Other	
ጂሬ	Other	
ጂብሪል	Male	
ጂን	Other	
ጂግሳ	Other	
ጃለታ	Male	
ጃቢር	Male	
ጃምቦ	Other	
ጃምዮ	Other	
ጃርት	Other	
ጃቢር	Other	
ጃን	Other	
ጃን ሜዳ	Place	
ጃን ጥራር	Unknown	
ጃንደረባ	Other	
ጃኖ	Other	
ጃፈር	Other	
ጃፈሮ	Other	
ጃፋር	Male	
ጄሶ	Other	
ጅሁር	Male	
ጅማ	Other	
ጅማታም	Other	
ጅማት	Other	
ጅምላ	Other	
ጅረት	Other	
ጅሩ	Other	
ጅራት	Other	
ጅራፍ	Other	
ጅባት	Other	
ጅብ	Other	
ጅብሩክ	Other	
ጅንፎ	Other	
ጅው ጅው	Other	
ጅውጅው	Other	
ጅጅጋ	Other	
ጅጌ	Other	
ጅግራ	Other	
ጅፋር	Other	
ጆቢራ	Other	
ጆቴ	Other	
ጆንያ	Other	
ጆፌ	Other	
ጆፍጆፌ	Other	
ገሀ	Other	
ገሃነም	Other	
ገሃድ	Other	
ገለልተኛ	Other	
ገለምሶ	Other	
ገለባ	Other	
ገለብ	Other	
ገለቱ	Male	
ገለታ	Male	
ገለታው	Male	
ገለልቻ	Male	
ገለፈት	Other	
ገሊላ	Both	
ገሊላዊ	Other	
ገላ	Male	
ገላ ሁን	Male	
ገላ ነህ	Male	
ገላ ነሽ	Female	
ገላሁን	Male	
ገላሲ	Other	
ገላትያ	Other	
ገላና	Male	
ገላን	Male	
ገላው	Male	
ገላውዴዎስ	Male	
ገላዬ	Male	
ገላጋይ	Other	
ገላግሌ	Male	
ገል	Other	
ገልቱ	Other	
ገልጃጃ	Other	
ገመምተኛ	Other	
ገመሬ	Other	
ገመቹ	Male	
ገመች	Male	
ገመና	Other	
ገመዳ	Male	
ገመድ	Other	
ገመገም	Other	
ገማ	Other	
ገማልኤል	Other	
ገሜሳ	Other	
ገምቢ	Other	
ገምባሌ	Other	
ገምታ	Other	
ገምጋሚ	Other	
ገምጦ ወጥ	Unknown	
ገሞራ	Other	
ገሞራው	Male	
ገሠሠ	Male	
ገሠሠች	Female	
ገረመው	Male	
ገረሱ	Male	
ገረድ	Other	
ገሪማ	Male	
ገራም	Other	
ገራገር	Other	
ገራፊ	Other	
ገርማሜ	Male	
ገርቢ	Other	
ገሰሰ	Male	ገሠሠ
ገሰሰች	Other	
ገሰሰው	Male	
ገሳ	Other	
ገበሎ	Other	
ገበሬ	Other	
ገበታ	Other	
ገበቴ	Other	
ገበዝ	Other	
ገበየሁ	Male	
ገበያ ነሽ	Female	
ገበያው	Male	
ገበጣ	Other	
ገቢ	Other	
ገቢር	Other	
ገቢሳ	Male	
ገባር	Other	
ገቤሳ	Male	
ገብ	Other	
ገብረ	Male	
ገብረ ጉራቻ	Place	
ገብረ ጉንዳን	Unknown	
ገብረሐና	Male	
ገብረሐዋርያት	Male	
ገብረሕይወት	Male	
ገብረመስቀል	Male	
ገብረመድኅን	Male	
ገብረሚካኤል	Male	
ገብረማርያም	Male	
ገብረስላሴ	Male	ገብረሥላሴ
ገብረብርሃን	Male	
ገብረተንሳይ	Male	ገብረተንሣይ
ገብረአምላክ	Male	
ገብረአብ	Male	
ገብረእዝጊ	Male	
ገብረእግዚአብሄር	Male	
ገብረኪዳን	Male	
ገብረክርሰቶስ	Male	
ገብረወልድ	Male	
ገብረየሱስ	Male	
ገብረየስ	Male	
ገብረዮሐንስ	Male	
ገብረጊዮርጊስ	Male	
ገብረጻዲቅ	Male	
ገብሩ	Male	
ገብራት	Male	
ገብራይ	Male	
ገብሬ	Male	
ገብር ኤሏ	Unknown	
ገብርኤል	Male	
ገብርኤሏ	Female	
ገብርዬ	Male	
ገብነት	Other	
ገብጋባ	Other	
ገትየ	Other	
ገቺ	Other	
ገቻ	Unknown	
ገች	Unknown	
ገነሞ	Male	
ገነቲ	Unknown	
ገነቴ	Both	
ገነት	Both	
ገነነ	Male	
ገና	Male	
ገናሌ	Male	
ገንዘብ	Male	
ገንዲ	Other	
ገንዳ	Other	
ገንፎ	Other	
ገዙ	Other	
ገዛኸኝ	Male	
ገዛኽኝ	Unknown	
ገዝሙ	Other	
ገዥ	Other	
ገዥነት	Other	
ገደል	Other	
ገደቡ	Male	
ገደብ	Other	
ገዳ	Other	
ገዳሙ	Male	
ገዳሜ	Other	
ገዳም	Other	
ገዳምነሽ	Female	
ገዳሪፍ	Other	
ገዳዳ	Other	
ገዴ	Other	
ገድ	Other	
ገድሉ	Male	
ገድሌ	Male	
ገጀሞ	Unknown	
ገጀረት	Unknown	
ገጅሞ	Other	
ገጅረት	Other	
ገጠሬ	Other	
ገጠር	Other	
ገጣሚ	Other	
ገጦ ለጣይ	Other	
ገጽ	Other	
ገፈታ	Other	
ገፈፋ	Other	
ገፋፊ	Other	
ጉሀር	Other	
ጉለሌ	Other	
ጉለንታ	Other	
ጉሉይ	Other	
ጉሌልሞ	Other	
ጉልህ	Other	
ጉልላት	Male	
ጉልማ	Male	
ጉልበት	Other	
ጉልባን	Other	
ጉልተኛ	Other	
ጉልታዊ	Other	
ጉልታዊነት	Other	
ጉልቴ	Male	
ጉልት	Other	
ጉልቻ	Other	
ጉሎ	Other	
ጉማ	Other	
ጉማሬ	Other	
ጉሜ	Other	
ጉም	Other	
ጉምሩክ	Other	
ጉምኛ	Other	
ጉረኖ	Other	
ጉረኛ	Other	
ጉራ	Male	
ጉራ ምድር	Place	
ጉራማይሌ	Other	
ጉራራ	Male	
ጉራቻ	Male	
ጉራንጉር	Other	
ጉራጌ	Other	
ጉሬዛ	Other	
ጉርሙ	Male	
ጉርሜሳ	Male	
ጉርሱም	Male	
ጉርስ	Other	
ጉርሸጥ	Other	
ጉርሻ	Other	
ጉርሽጥ	Other	
ጉርቢያ	Other	
ጉርብትና	Other	
ጉርአ	Other	
ጉርአጌ	Other	
ጉርኣ	Other	
ጉርጥ	Other	
ጉሮሮ	Other	
ጉስምት	Other	
ጉስቁልና	Other	
ጉስታብ	Other	
ጉስጉሻ	Other	
ጉሽ	Other	
ጉሽም	Other	
ጉሽርጥ	Other	
ጉበት	Other	
ጉበን	Other	
ጉበኝነት	Other	
ጉባ	Other	
ጉባኤ	Male	
ጉባይ	Other	
ጉብላው	Other	
ጉብል	Male	
ጉብልዬ	Other	
ጉብኝት	Other	
ጉቦ	Other	
ጉተማ	Male	
ጉቱ	Male	
ጉታ	Male	
ጉትቻ	Other	
ጉትያ	Male	
ጉቶ	Other	
ጉቻለወርቅ	Other	
ጉናጉና	Other	
ጉንዳን	Other	
ጉንድሽ	Other	
ጉንዶ	Other	
ጉንጉን	Other	
ጉንፋን	Other	
ጉዝጉዝ	Other	
ጉዝጓዝ	Other	
ጉዞ	Other	
ጉያ	Male	
ጉደር	Other	
ጉደታ	Male	
ጉዱ	Male	
ጉዲት	Other	
ጉዲና	Male	
ጉዲፈቻ	Other	
ጉዳ	Other	
ጉዳዩ	Male	
ጉዳዬ	Male	
ጉዳይ	Both	
ጉዳዮች	Other	
ጉዴላ	Other	
ጉድሩ	Other	
ጉድሮ	Other	
ጉድባ	Other	
ጉድኝ	Other	
ጉድዩ	Unknown	
ጉድፍ	Other	
ጉዶ	Female	
ጉጉት	Other	
ጉግሣ	Male	
ጉግሳ	Male	ጉግሣ
ጉግስ	Other	
ጉጠት	Other	
ጉጭማ	Other	
ጉፋያ	Other	
ጉፍታ	Other	
ጊላ	Other	
ጊላይ	Other	
ጊምቢ	Other	
ጊርቦ	Other	
ጊርጊሮ	Male	
ጊቺሌ	Other	
ጊንዳእ	Other	
ጊንዶ	Other	
ጊንጥ	Other	
ጊንጪ	Other	
ጊዎርጊስ	Male	
ጊዜ	Both	
ጊዜያዊ	Other	
ጊዮርጊስ	Male	
ጊደር	Other	
ጊዶሌ	Other	
ጊጤ	Other	
ጋለሞታ	Other	
ጋሌብ	Other	
ጋማ	Other	
ጋሜ	Other	
ጋምቤላ	Other	
ጋረደው	Other	
ጋሪ	Other	
ጋራተኛ	Unknown	
ጋራታኛ	Other	
ጋሬ	Other	
ጋሬጣ	Other	
ጋርዛ	Other	
ጋርዮሽ	Other	
ጋርዴ	Other	
ጋስፖሪኒ	Don't Know	
ጋሻ	Male	
ጋሻ ጃግሬ	Other	
ጋሻው	Male	
ጋሻውበዛ	Male	
ጋቢ	Female	
ጋብር	Other	
ጋተው	Other	
ጋት	Other	
ጋኔን	Other	
ጋን	Other	
ጋንዛ	Other	
ጋንድያ	Other	
ጋንፉር	Other	
ጋዜጠኛ	Other	
ጋዜጣ	Other	
ጋያ	Other	
ጋይም	Other	
ጋይንት	Other	
ጋዲ	Other	
ጋድ	Other	
ጋጋሪ	Other	
ጋጋኖ	Other	
ጋጠ ወጥ	Other	
ጋጥ	Other	
ጋፋት	Other	
ጌራ	Male	
ጌራሚካኤል	Male	
ጌራወርቅ	Male	
ጌሾ	Other	
ጌታ	Male	
ጌታ ሁን	Male	
ጌታ ነህ	Male	
ጌታ/	Male	
ጌታሁን	Male	
ጌታቸው	Male	
ጌታነህ	Male	
ጌታአቸው	Unknown	
ጌታው	Male	
ጌቴሴማኒ	Other	
ጌትነት	Male	
ጌትዬ	Male	
ጌቺሌ	Unknown	
ጌንዶ	Other	
ጌዴዎን	Male	
ጌዴዮን	Male	ጌዲዮን
ጌዶ	Don't Know	
ጌጃ	Other	
ጌጡ	Both	
ጌጣ ጌጥ	Other	
ጌጤ	Both	
ጌጤ ነሽ	Female	
ጌጥ	Other	
ግለ ሂስ	Other	
ግለኛ	Other	
ግሉዝ	Other	
ግላ ነህ	Unknown	
ግላ ነሽ	Unknown	
ግላስ	Other	
ግላዊ	Other	
ግል	Other	
ግል ሰብ	Unknown	
ግልበጣ	Other	
ግልቢያ	Other	
ግልባጭ	Other	
ግልብ	Other	
ግልድም	Other	
ግልገል	Other	
ግልጽ	Other	
ግሎ	Other	
ግመል	Other	
ግመሬ	Unknown	
ግማሽ	Other	
ግማደ	Other	
ግሜ	Other	
ግምል	Other	
ግምበኛ	Other	
ግምባር	Other	
ግምት	Other	
ግምጃ	Other	
ግምገማ	Other	
ግረት	Other	
ግሩም	Male	
ግራ	Other	
ግራር	Other	
ግራኝ	Other	
ግራዋ	Other	
ግራዝማች	Other	
ግራጫ	Other	
ግርማ	Male	
ግርማ ሁን	Other	
ግርማቸው	Male	
ግርማዊ	Male	
ግርማዊት	Other	
ግርማነሽ	Female	
ግርማው	Male	
ግርማዬ	Male	
ግርማይ	Male	
ግርምቢጥ	Other	
ግርድፍ	Other	
ግርዶሽ	Other	
ግርጌ	Other	
ግርግም	Other	
ግርግር	Other	
ግርግዳ	Other	
ግርፊያ	Other	
ግርፋት	Other	
ግሰሰው	Other	
ግስ	Other	
ግስላ	Other	
ግስንግስ	Other	
ግስጋሴ	Other	
ግሼ	Other	
ግሼን	Other	
ግሽጣ	Other	
ግቢ	Other	
ግባተ መሬት	Other	
ግብ	Other	
ግብረ	Other	
ግብረ ሰዶም	Other	
ግብረ ስዶም	Other	
ግብረ ስጋ	Other	
ግብረ በላ	Other	
ግብረ አበር	Other	
ግብረ አበሮች	Other	
ግብረ ጉንዳን	Other	
ግብረቱ	Other	
ግብር	Other	
ግብር 	Other	
ግብርና	Other	
ግብታዊ	Other	
ግብታዊነት	Other	
ግብአተ መሬት	Other	
ግብዘና	Unknown	
ግብዝ	Other	
ግብዝነት	Other	
ግብዝና	Other	
ግብዣ	Other	
ግብጦ	Other	
ግተት	Other	
ግትልትል	Other	
ግትር	Other	
ግትቻ	Other	
ግቻ	Other	
ግች	Other	
ግንባር	Other	
ግንብ	Other	
ግንቦት	Other	
ግንኙነት	Other	
ግንዘት	Other	
ግንደ በላ	Other	
ግንደ በል	Other	
ግንደ በረት	Place	
ግንድ	Other	
ግንጭል	Other	
ግኡዝ	Other	
ግእዝ	Other	
ግዛት	Other	
ግዛቸው	Male	
ግዛዉ	Male	
ግዛው	Male	
ግዝረት	Other	
ግዜሽወርቅ	Female	
ግዝት	Other	
ግዞተኛ	Other	
ግዞት	Other	
ግዥ	Other	
ግዮን	Male	
ግደይ	Both	
ግዳይ	Other	
ግዳጅ	Other	
ግዴ	Other	
ግዴለሽ	Other	
ግዴሳ	Other	
ግዴታ	Other	
ግድንግድ	Other	
ግድያ	Other	
ግድግዳ	Other	
ግድፈት	Other	
ግገን	Other	
ግግ	Other	
ግጥሚያ	Other	
ግጦሽ	Other	
ግጫ	Don't Know	
ግጭት	Other	
ግጻዌ	Other	
ግፈኛ	Other	
ግፊት	Other	
ግፍልፍል	Other	
ጎይቶም	Male	
ጐህ	Other	
ጐለሻ	Unknown	
ጐላ	Other	
ጐላሽ	Other	
ጐልማሳ	Other	
ጐልማሶች	Other	
ጐልያድ	Other	
ጐልጐታ	Other	
ጐመን	Other	
ጐመድ	Other	
ጐማ	Other	
ጐማዳ	Other	
ጐረምሳ	Other	
ጐረቤት	Other	
ጐረዶማን	Other	
ጐረጐማ	Other	
ጐራ	Other	
ጐራው	Other	
ጐሬ	Other	
ጐርምጥ	Other	
ጐርባጣ	Other	
ጐርናና	Other	
ጐርጐራ	Other	
ጐርጐርዮስ	Male	
ጐርፉ	Male	
ጐርፍ	Other	
ጐርፍ ነህ	Male	
ጐርፍነህ	Male	
ጐሮ	Other	
ጐሮዶማን	Other	
ጐሳ	Male	
ጐሳዬ	Male	
ጐስሜ	Other	
ጐስቋላ	Other	
ጐሹ	Male	
ጐሽ	Other	
ጐሽሜ	Male	
ጐሽዬ	Other	
ጐበና	Male	
ጐበኛ	Male	
ጐበዜ	Male	
ጐበዝ	Other	
ጐቡ	Male	
ጐባ	Other	
ጐባን	Other	
ጐባጣ	Other	
ጐቤ	Other	
ጐብዬ	Other	
ጐተራ	Other	
ጐሳዬ	Male	
ጐቸራ	Other	
ጐናፍር	Other	
ጐንቾ	Other	
ጐንደሬ	Other	
ጐንደር	Other	
ጐንፋ	Male	
ጐኜ	Other	
ጐይትኦም	Male	ጎይቶም
ጐይቶም	Male	
ጐደሎ	Other	
ጐዳና	Male	
ጐዳዳ	Other	
ጐጃሜ	Other	
ጐጃም	Other	
ጐጆ	Other	
ጐጣጉጥ	Other	
ጐጣጐጥ	Other	
ጐፈሬ	Other	
ጐአል	Male	
ጐዝጉዝ	Male	
ጐፈር	Other	
ጓል	Other	
ጓሮ	Other	
ጓሳ	Other	
ጓአለ	Male	
ጓዳዬ	Both	
ጓደኛ	Other	
ጓዱ	Other	
ጓዴ	Male	
ጓድ	Other	
ጓዶች	Other	
ጓጆላ	Don't Know	
ጓጉንቸር	Other	
ጠ/ግ	Don't Know	
ጠለለ	Both	
ጠለለወርቅ	Both	
ጠለለች	Other	
ጠለላ	Female	
ጠላ	Other	
ጠላት	Other	
ጠላፊ	Other	
ጠልሰም	Don't Know	
ጠመኔ	Other	
ጠመንጃ	Other	
ጠመዝማዛ	Other	
ጠመዥ	Other	
ጠማማ	Other	
ጠረን	Other	
ጠረጴዛ	Other	
ጠረፍ	Other	
ጠራራ	Other	
ጠርሙስ	Other	
ጠርዝ	Other	
ጠቅላላ	Other	
ጠቅላይ	Other	
ጠቋሚ	Other	
ጠቋር	Unknown	
ጠበል	Other	
ጠበቃ	Other	
ጠበቆች	Other	
ጠበብት	Other	
ጠቢቡ	Male	
ጠቢባን	Other	
ጠቢብ	Male	
ጠባባት	Don't Know	
ጠባብ	Other	
ጠባይ	Other	
ጠብቃቸው	Other	
ጠብቄ	Other	
ጠብቆች	Other	
ጠብታ	Other	
ጠብደል	Other	
ጠቦት	Other	
ጠና	Male	
ጠናጋሻው	Male	
ጠኔ	Other	
ጠንቀኛ	Other	
ጠንቃቃ	Other	
ጠንቅ	Other	
ጠንቋይ	Other	
ጠንበለል	Female	
ጠንካራ	Other	
ጠንክራ	Unknown	
ጠንክር	Male	
ጠንፌ	Female	
ጠንፍየለሽ	Female	
ጠንፍ ያለሽ	Unknown	
ጠውላጋ	Other	
ጠይቅ	Other	
ጠይብ	Male	
ጠዲቅ	Other	
ጠጂቱ	Female	
ጠጄ	Female	
ጠጅ	Other	
ጠጅነሽ	Female	
ጠገራ	Other	
ጠገናው	Other	
ጠገኔ	Other	
ጠገግ	Other	
ጠጋኝ	Other	
ጠጭ	Other	
ጠፈር	Other	
ጠፍ	Other	
ጠፍጣፋ	Other	
ጡሃር	Other	
ጡሉ	Unknown	
ጡሌ	Other	
ጡረታ	Other	
ጡብ	Other	
ጡት	Other	
ጡንቻ	Other	
ጡዝ	Other	
ጡጫ	Other	
ጡፋ	Other	
ጢም	Other	
ጢሞቴዎስ	Male	
ጢሮስ	Don't Know	
ጢሰኛ	Other	
ጢስ	Other	
ጢቆ	Other	
ጢብኛ	Other	
ጢቾ	Other	
ጢነኛ	Other	
ጢኖ	Other	
ጣሂም	Other	
ጣሂር	Other	
ጣሃ	Male	
ጣሃር	Other	
ጣሂር	Male	
ጣልቃ	Other	
ጣምራ	Other	
ጣረ ሞት	Other	
ጣራ	Other	
ጣሰው	Male	
ጣቃ	Other	
ጣቢታ	Other	
ጣቢያ	Other	
ጣባ	Other	
ጣት	Other	
ጣና	Other	
ጣአመ	Male	
ጣአሙ	Male	
ጣእመ	Other	
ጣእሙ	Other	
ጣኦት	Other	
ጣውንት	Other	
ጣዝማ	Other	
ጣይቱ	Female	
ጣጣቴ	Other	
ጣፈጠ	Other	
ጣፊያ	Other	
ጣፋጭ	Other	
ጣፍያ	Other	
ጤነኛ	Other	
ጤና	Both	
ጤናው	Male	
ጤናሁን	Male	
ጤና አዳም	Other	
ጤናዬ	Both	
ጤናዳም	Other	
ጤዛ	Other	
ጤፍ	Other	
ጥህሎ	Other	
ጥላሁን	Male	
ጥላ ሸት	Other	
ጥላሁን	Male	
ጥላቻ	Other	
ጥላዬ	Male	
ጥልቀት	Other	
ጥልቆ	Other	
ጥልጣል	Other	
ጥልፍ	Other	
ጥሎሽ	Other	
ጥሙጋ	Other	
ጥምቀት	Other	
ጥሞና	Other	
ጥረሾ	Don't Know	
ጥሩ	Both	
ጥሩሰው	Male	
ጥሩወርቅ	Both	
ጥሩወይን	Both	
ጥሩአይነት	Both	
ጥሩዬ	Female	
ጥሩ ነህ	Male	
ጥሩ ነሽ	Female	
ጥሩ ንህ	Unknown	
ጥሩ ንሽ	Unknown	
ጥሩምባ	Other	
ጥሩነሽ	Female	
ጥሪ	Other	
ጥሪት	Other	
ጥራ ጥሬ	Unknown	
ጥራት	Other	
ጥራዝ	Other	
ጥራዞች	Other	
ጥሬ	Other	
ጥር	Other	
ጥርኝ	Other	
ጥርጊያ	Other	
ጥርጣሬ	Other	
ጥሻ	Other	
ጥቀ ሄር	Unknown	
ጥቀሄር	Other	
ጥቀርሻ	Other	
ጥቁር	Other	
ጥቃቅን	Other	
ጥቅል	Other	
ጥቅምት	Other	
ጥቅስ	Other	
ጥቅሻ	Other	
ጥቋር	Other	
ጥበቃ	Other	
ጥበበ	Both	
ጥበበኛ	Other	
ጥበቡ	Male	
ጥበብ	Both	
ጥበብሽወርቅ	Female	
ጥበቧ	Female	
ጥባባኛ	Unknown	
ጥብቆ	Other	
ጥብኛ	Other	
ጥብጣብ	Other	
ጥናት	Other	
ጥንስስ	Other	
ጥንቁቅ	Other	
ጥንቅሽ	Other	
ጥንታዊ	Other	
ጥንት	Other	
ጥንቸል	Other	
ጥንዚዛ	Other	
ጥንድ	Other	
ጥንጁት	Other	
ጥንግ	Other	
ጥኡመ	Other	
ጥዑመ	Other	
ጥያቄ	Other	
ጥይት	Other	
ጥጃ	Other	
ጥገት	Other	
ጥገና	Other	
ጥገናዊ	Other	
ጥገኛ	Other	
ጥጉ	Both	
ጥጋቡ	Male	
ጥጋብ	Both	
ጥጋቤ	Both	
ጥግ ነህ	Male	
ጥግ ነሽ	Female	
ጥጥ	Other	
ጥፊ	Other	
ጥፍር	Other	
ጥፍጥሬ	Other	
ጦቢያ	Both	
ጦሊት	Other	
ጦማር	Other	
ጦረኛ	Other	
ጦር	Other	
ጦርነት	Other	
ጦሳ	Other	
ጦስ	Other	
ጦስኝ	Other	
ጦቢያው	Male	
ጦይብ	Other	
ጦጢት	Other	
ጦጣ	Other	
ጧት	Other	
ጧፌ	Other	
ጧፍ	Other	
ጨለለቅቱ	Other	
ጨለማ	Other	
ጨለንቆ	Other	
ጨሌ	Other	
ጨመረ	Male	
ጨመዳ	Male	
ጨረቃ	Both	
ጨረታ	Other	
ጨርቃ	Other	
ጨርቃ ጨርቅ	Other	
ጨርቅ	Other	
ጨርቆስ	Male	
ጨቄ	Other	
ጨቅላ	Other	
ጨቋኝ	Other	
ጨበጣ	Other	
ጨቡዴ	Male	
ጨቡድ	Other	
ጨብሲ	Male	
ጨብጥ	Other	
ጨንቻ	Other	
ጨንገር	Other	
ጨካኝ	Other	
ጨዋ	Other	
ጨዋነሻ	Female	
ጨዋቃ	Male	
ጨዌ	Unknown	
ጨው	Other	
ጨጐጐት	Other	
ጨጓራ	Other	
ጨጨሆ	Other	
ጨጨብሳ	Other	
ጨፋ	Other	
ጨፌ	Other	
ጨፍቄ	Other	
ጩቅ	Other	
ጩቤ	Other	
ጩፋ	Other	
ጫላ	Male	
ጫልቱ	Female	
ጫልፊት	Other	
ጫማ	Other	
ጫሜ	Other	
ጫሞ	Other	
ጫት	Other	
ጫኔ	Male	
ጫን	Other	
ጫን ያለው	Both	
ጫንቃ	Other	
ጫንጮ	Other	
ጫካ	Other	
ጫጉ	Other	
ጫጉላ	Other	
ጫጩት	Other	
ጫጫ	Other	
ጫፍ	Other	
ጭላሎ	Other	
ጭላት	Other	
ጭላንጭል	Other	
ጭሌ	Other	
ጭልጋ	Other	
ጭልፊት	Other	
ጭማቂ	Other	
ጭምብስብስ	Other	
ጭምት	Other	
ጭምጭምታ	Other	
ጭረት	Other	
ጭራ	Other	
ጭራሮ	Other	
ጭራቅ	Other	
ጭሬ	Other	
ጭርት	Other	
ጭሮ አዳሪ	Other	
ጭሰኛ	Other	
ጭስ	Other	
ጭቁን	Other	
ጭቁኖች	Other	
ጭቁኝ	Other	
ጭቃ	Other	
ጭቅቅት	Other	
ጭቅና	Other	
ጭቆና	Other	
ጭቡድ	Other	
ጭብሳ	Male	
ጭብኛ	Other	
ጭብጥ	Other	
ጭብጦ	Other	
ጭቦኛ	Other	
ጭነት	Other	
ጭን	Other	
ጭንቀት	Other	
ጭንቅላት	Other	
ጭንቅሎ	Other	
ጭንጋፍ	Other	
ጭንጫ	Other	
ጭኮ	Other	
ጭዳ	Don't Know	
ጭድ	Other	
ጭገር	Other	
ጭጉጉት	Other	
ጭጋግ	Other	
ጭጐጐት	Other	
ጭፍጨፋ	Other	
ጮሌ	Other	
ጮማ	Other	
ጮራ	Other	
ጮርቃ	Other	
ጮርናቄ	Other	
ጮቄ	Other	
ጮቤ	Other	
ጮጮ	Other	
ጰራቅሊጦስ	Other	
ጰንጠሌዎን	Other	
ጰንጠቆስጤ	Other	
ጲላጦስ	Other	
ጳኩሚስ	Don't Know	
ጳውሎስ	Male	
ጳጉሜ	Other	
ጳጳሳት	Other	
ጳጳስ	Other	
ጴጥሮስ	Male	
ጵጉሜ	Unknown	
ጸሀዩ	Other	ፀሐዩ
ጸሀዬ	Both	ፀሐዬ
ጸሀይ	Both	ፀሐይ
ጸሀይ ነሽ	Female	
ጸሀይቱ	Female	
ጸሀይነሽ	Female	
ጸሀፊ	Other	
ጸህዩ	Other	
ጸሎተ	Both	
ጸሎተማርያም	Female	
ጸሎት	Other	
ጸረ	Other	
ጸበል	Other	
ጸናጽል	Other	
ጸዋሬ	Other	
ጸደቀ	Male	
ጸደቁ	Female	
ጸደይ	Female	
ጸደቁ	Female	
ጸዱ	Female	
ጸዳለ	Female	
ጸዳል	Female	
ጸድዋ	Other	
ጸገዴ	Don't Know	
ጸጉራም	Other	
ጸጉ	Male	
ጸጉር	Other	
ጸጋ	Both	
ጸጋይ	Male	
ጸጋዬ	Male	
ጸጸት	Other	
ጻህል	Don't Know	
ጻድቁ	Other	
ጻድቃን	Both	
ጻድቅ	Other	
ጽ/ቤት	Company	
ጽሁፍ	Other	
ጽህፈት	Other	
ጽላተ	Female	
ጽላት	Female	
ጽልመት	Other	
ጽሑፍ	Other	
ጽርሀ አርያም	Unknown	
ጽርእ	Other	
ጽብረቃ	Other	
ጽንሰ	Other	
ጽንስ	Other	
ጽንፈ አርእድ	Unknown	
ጽንፍ	Other	
ጽዋ	Other	
ጽዮናዊነት	Other	
ጽዮን	Both	
ጽድቅ	Other	
ጽጋዬ	Male	
ጽጌ	Both	
ጽጌወይን	Both	
ጽጌ ረዳ	Female	
ጾመ	Other	
ጾም	Other	
ጾር	Don't Know	
ጾታ	Other	
ፀሐይ	Both	
ፀሐይነሽ	Female	
ፀባዖት	Other	
ፀጋ	Both	
ፀጋዬ	Male	
ፈለቀ	Male	
ፈለቀች	Female	
ፈለገ	Both	
ፈለገሕይወት	Both	
ፈለግ	Other	
ፈሊጥ	Other	
ፈላ ምላጭ	Unknown	
ፈላስመን	Don't Know	
ፈላስፋ	Other	
ፈላሻ	Other	
ፈላቀ	Don't Know	
ፈላጭ	Other	
ፈልዳሶ	Don't Know	
ፈረሱላ	Other	
ፈረጃ	Male	
ፈረቃ	Other	
ፈረንጅ	Other	
ፈረደ	Male	
ፈሪሳዊ	Other	
ፈሪሳውያን	Other	
ፈር	Other	
ፈርስ	Other	
ፈርኦን	Other	
ፈርካሳ	Other	
ፈርጅ	Other	
ፈርጣጭ	Other	
ፈርጥ	Other	
ፈሰሰ	Other	
ፈሰሴ	Other	
ፈሰስ	Other	
ፈሳሽ	Other	
ፈስ	Other	
ፈቃደ	Both	
ፈቃደአምላክ	Both	
ፈቃዱ	Male	
ፈቃዷ	Female	
ፈቄ	Other	
